account_id,company_name,country,subregion,industry,employee_band,estimated_arr,segment,account_status,coverage_status,engagement_status,last_activity_date,employee_band_num,segment_num,cluster,tier,priority_flag
544,"Hoffman, Jones and Pierce",VN,SEA,Logistics,1-50,27900.0,SMB,Churned,Assigned,Stale,2024-01-07,1,1,2,Tier 3,Standard
545,Stein Group,SG,SEA,Logistics,501-2000,1727600.0,Enterprise,Prospect,Assigned,Stale,2024-09-26,4,3,0,Tier 1,Priority
548,Mclaughlin Ltd,SG,SEA,Healthcare,1-50,13800.0,SMB,Active,Assigned,Stale,2024-10-15,1,1,2,Tier 3,Standard
549,Cooper LLC,VN,SEA,Fintech,1-50,39100.0,SMB,Prospect,Assigned,Stale,2023-03-13,1,1,2,Tier 3,Standard
550,Newton Ltd,TH,SEA,SaaS,201-500,167900.0,Mid-Market,Active,Assigned,Stale,2024-06-11,3,2,1,Tier 2,Standard
551,"Hernandez, Young and Miller",PH,SEA,E-commerce,501-2000,1717900.0,Enterprise,Churned,Assigned,Stale,2024-06-03,4,3,0,Tier 1,Priority
552,Vazquez-Martin,VN,SEA,Logistics,51-200,196100.0,Mid-Market,Prospect,Assigned,Stale,2024-03-08,2,2,1,Tier 2,Standard
553,Hartman-Jackson,PH,SEA,Education,501-2000,982700.0,Enterprise,Active,Assigned,Stale,2022-11-12,4,3,0,Tier 1,Priority
555,"Singh, Malone and Perez",MY,SEA,Healthcare,501-2000,1208700.0,Enterprise,Prospect,Assigned,Stale,2024-09-02,4,3,0,Tier 1,Priority
556,"Rodriguez, Sullivan and Reed",ID,SEA,E-commerce,51-200,37100.0,SMB,Active,Assigned,Stale,2024-06-29,2,1,2,Tier 3,Standard
557,"Moore, Gray and Perez",PH,SEA,Professional Services,201-500,177400.0,Mid-Market,Prospect,Assigned,Stale,2024-10-30,3,2,1,Tier 2,Standard
558,Francis-Kelly,PH,SEA,Education,501-2000,1492700.0,Enterprise,Prospect,Assigned,Stale,2024-10-07,4,3,0,Tier 1,Priority
559,Estrada PLC,SG,SEA,E-commerce,51-200,55100.0,Mid-Market,Active,Assigned,Stale,2024-02-26,2,2,1,Tier 2,Standard
560,Briggs-Chandler,MY,SEA,Retail,51-200,79300.0,Mid-Market,Active,Assigned,Stale,2023-10-13,2,2,1,Tier 2,Standard
561,Cruz PLC,SG,SEA,Healthcare,51-200,25400.0,SMB,Prospect,Assigned,Stale,2024-07-19,2,1,2,Tier 3,Standard
562,Soto-Wood,VN,SEA,SaaS,201-500,127800.0,Mid-Market,Prospect,Assigned,Stale,2024-03-23,3,2,1,Tier 2,Standard
563,Wright Ltd,TH,SEA,SaaS,201-500,48100.0,SMB,Prospect,Assigned,Stale,2024-08-17,3,1,2,Tier 3,Standard
564,"Harris, Stewart and Young",VN,SEA,Logistics,51-200,32900.0,SMB,Prospect,Assigned,Stale,2024-06-03,2,1,2,Tier 3,Standard
565,Pace-Goodman,PH,SEA,E-commerce,201-500,170700.0,Mid-Market,Active,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
568,Payne-Brown,SG,SEA,Manufacturing,1-50,19500.0,SMB,Prospect,Assigned,Stale,2023-09-25,1,1,2,Tier 3,Standard
569,Mitchell LLC,TH,SEA,E-commerce,201-500,1212800.0,Enterprise,Prospect,Assigned,Stale,2024-03-22,3,3,0,Tier 1,Priority
570,"Lewis, Smith and Hall",PH,SEA,Healthcare,1-50,27700.0,SMB,Active,Assigned,Stale,2024-10-18,1,1,2,Tier 3,Standard
571,"Butler, Anderson and Glenn",ID,SEA,Media,51-200,116200.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,2,2,1,Tier 2,Standard
573,"Donaldson, Alvarez and Howard",PH,SEA,Fintech,201-500,6800.0,SMB,Prospect,Assigned,Stale,2023-12-11,3,1,2,Tier 3,Standard
574,Molina-Martinez,TH,SEA,Retail,1-50,37600.0,SMB,Prospect,Assigned,Stale,2024-11-08,1,1,2,Tier 3,Standard
576,Woodward Inc,ID,SEA,Healthcare,501-2000,1603300.0,Enterprise,Active,Assigned,Stale,2024-02-10,4,3,0,Tier 1,Priority
577,"Contreras, Harris and Santana",VN,SEA,Education,201-500,70800.0,Mid-Market,Churned,Assigned,Stale,2023-04-09,3,2,1,Tier 2,Standard
581,Garza LLC,SG,SEA,Fintech,201-500,173700.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
582,Bennett Inc,MY,SEA,Media,2001+,435700.0,Enterprise,Active,Unassigned,No Coverage,Never,5,3,0,Tier 1,Standard
583,Garcia-Riddle,TH,SEA,Education,1-50,34700.0,SMB,Active,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
584,"Knight, Taylor and Sparks",PH,SEA,Logistics,1-50,33500.0,SMB,Churned,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
586,Carter Group,PH,SEA,Education,2001+,783200.0,Enterprise,Active,Unassigned,No Coverage,Never,5,3,0,Tier 1,Priority
587,Williams-Tate,VN,SEA,Fintech,201-500,499300.0,Enterprise,Active,Unassigned,No Coverage,Never,3,3,1,Tier 2,Standard
588,Hernandez Group,ID,SEA,Retail,51-200,163500.0,Mid-Market,Churned,Unassigned,No Coverage,Never,2,2,1,Tier 2,Standard
589,Martinez Group,TH,SEA,Professional Services,201-500,64600.0,Mid-Market,Active,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
590,"Bennett, Davenport and Heath",TH,SEA,Fintech,501-2000,875000.0,Enterprise,Active,Unassigned,No Coverage,Never,4,3,0,Tier 1,Priority
591,Robinson-Galloway,ID,SEA,Professional Services,51-200,25300.0,SMB,Prospect,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
595,"Rodriguez, Gonzalez and Rivera",MY,SEA,Fintech,501-2000,495000.0,Enterprise,Prospect,Unassigned,No Coverage,Never,4,3,0,Tier 1,Standard
597,"Williams, Rodgers and Rivera",PH,SEA,E-commerce,1-50,6600.0,SMB,Prospect,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
598,Arellano Inc,MY,SEA,Retail,51-200,45100.0,SMB,Active,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
599,Williams-Patterson,PH,SEA,Professional Services,1-50,21400.0,SMB,Churned,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
602,Harris-Warner,HK,Greater China,Media,51-200,35100.0,SMB,Inactive,Assigned,Stale,2024-06-04,2,1,2,Tier 3,Standard
603,Allen Inc,CN,Greater China,Manufacturing,1-50,34200.0,SMB,Prospect,Assigned,Stale,2024-09-14,1,1,2,Tier 3,Standard
605,"Sampson, Espinoza and Salinas",TW,Greater China,Logistics,51-200,244500.0,Mid-Market,Prospect,Assigned,Stale,2023-12-11,2,2,1,Tier 2,Standard
606,Anderson PLC,HK,Greater China,Healthcare,201-500,1802600.0,Enterprise,Inactive,Assigned,Stale,2024-06-21,3,3,0,Tier 1,Priority
607,"Wright, Leon and Rasmussen",CN,Greater China,Fintech,51-200,106200.0,Mid-Market,Prospect,Assigned,Stale,2024-07-03,2,2,1,Tier 2,Standard
608,Hale-Sexton,TW,Greater China,Healthcare,51-200,41500.0,SMB,Inactive,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
616,Bonilla-Jackson,CN,Greater China,Fintech,51-200,45600.0,SMB,Prospect,Assigned,Stale,2024-10-13,2,1,2,Tier 3,Standard
617,Crawford-Fitzgerald,CN,Greater China,Education,201-500,76100.0,Mid-Market,Prospect,Assigned,Stale,2024-05-06,3,2,1,Tier 2,Standard
618,Hansen and Sons,TW,Greater China,Media,201-500,225000.0,Mid-Market,Churned,Assigned,Stale,2023-05-03,3,2,1,Tier 2,Standard
619,"Frazier, Hansen and Bauer",HK,Greater China,Education,501-2000,210900.0,Mid-Market,Prospect,Assigned,Stale,2024-08-13,4,2,1,Tier 2,Standard
622,"Stevens, Beasley and Peterson",CN,Greater China,Education,501-2000,91100.0,Mid-Market,Active,Assigned,Stale,2024-11-10,4,2,1,Tier 2,Standard
623,"Scott, Rowe and Thompson",TW,Greater China,Education,201-500,102300.0,Mid-Market,Prospect,Assigned,Stale,2024-05-23,3,2,1,Tier 2,Standard
624,"Rodriguez, Lee and Gardner",CN,Greater China,Manufacturing,201-500,206800.0,Mid-Market,Prospect,Assigned,Stale,2024-04-22,3,2,1,Tier 2,Standard
627,Booker-Miller,TW,Greater China,Fintech,201-500,1448000.0,Enterprise,Prospect,Assigned,Stale,2022-12-12,3,3,0,Tier 1,Priority
628,Smith-Johns,CN,Greater China,Professional Services,51-200,170000.0,Mid-Market,Inactive,Assigned,Stale,2024-11-20,2,2,1,Tier 2,Standard
629,"Thornton, Stein and Collins",CN,Greater China,Professional Services,501-2000,1878700.0,Enterprise,Active,Assigned,Stale,2023-12-03,4,3,0,Tier 1,Priority
630,Pennington-Mathews,CN,Greater China,Retail,501-2000,1685400.0,Enterprise,Active,Assigned,Stale,2024-05-31,4,3,0,Tier 1,Priority
631,"Mcdonald, Peterson and Nichols",HK,Greater China,SaaS,51-200,40300.0,SMB,Prospect,Assigned,Stale,2024-06-09,2,1,2,Tier 3,Standard
632,Smith Ltd,HK,Greater China,Logistics,1-50,5000.0,SMB,Prospect,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
634,"Sanchez, Stanton and Payne",TW,Greater China,Manufacturing,501-2000,216000.0,Mid-Market,Churned,Assigned,Stale,2024-05-15,4,2,1,Tier 2,Standard
635,Smith-Norris,CN,Greater China,Education,2001+,590400.0,Enterprise,Active,Assigned,Stale,2024-05-22,5,3,0,Tier 1,Standard
636,Peck LLC,TW,Greater China,Manufacturing,1-50,8300.0,SMB,Prospect,Assigned,Stale,2024-09-04,1,1,2,Tier 3,Standard
637,"Neal, Carter and Barrett",TW,Greater China,Healthcare,501-2000,1256100.0,Enterprise,Prospect,Assigned,Stale,2024-04-06,4,3,0,Tier 1,Priority
638,"Adams, Anderson and Collins",HK,Greater China,Fintech,501-2000,1053000.0,Enterprise,Active,Unassigned,No Coverage,Never,4,3,0,Tier 1,Priority
639,"Daniel, Garcia and Rose",HK,Greater China,Logistics,201-500,33500.0,SMB,Active,Assigned,Stale,2023-12-04,3,1,2,Tier 3,Standard
640,Aguilar Group,HK,Greater China,Fintech,201-500,1153900.0,Enterprise,Active,Assigned,Stale,2024-02-08,3,3,0,Tier 1,Priority
641,Chavez-Guerra,HK,Greater China,Logistics,201-500,1686900.0,Enterprise,Inactive,Assigned,Stale,2024-04-25,3,3,0,Tier 1,Priority
642,Johnson PLC,CN,Greater China,Media,2001+,720900.0,Enterprise,Churned,Assigned,Stale,2023-04-26,5,3,0,Tier 1,Priority
643,"Richardson, Hunt and Allison",TW,Greater China,Healthcare,201-500,38100.0,SMB,Active,Assigned,Stale,2022-07-18,3,1,2,Tier 3,Standard
646,Hart-Johnson,HK,Greater China,Retail,501-2000,1791700.0,Enterprise,Active,Assigned,Stale,2024-04-20,4,3,0,Tier 1,Priority
647,"Escobar, Page and Long",HK,Greater China,Retail,51-200,200000.0,Mid-Market,Inactive,Assigned,Stale,2024-10-03,2,2,1,Tier 2,Standard
648,"Davis, Cooley and Quinn",CN,Greater China,Retail,201-500,128700.0,Mid-Market,Churned,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
650,Burns Ltd,TW,Greater China,Logistics,501-2000,577500.0,Enterprise,Churned,Assigned,Stale,2024-09-04,4,3,0,Tier 1,Standard
652,Nelson-Garner,HK,Greater China,Manufacturing,501-2000,164300.0,Mid-Market,Prospect,Assigned,Stale,2023-07-08,4,2,1,Tier 2,Standard
654,Davis-Lloyd,CN,Greater China,Logistics,201-500,27500.0,SMB,Prospect,Unassigned,No Coverage,Never,3,1,2,Tier 3,Standard
655,Douglas PLC,HK,Greater China,SaaS,201-500,162400.0,Mid-Market,Prospect,Assigned,Stale,2023-08-07,3,2,1,Tier 2,Standard
656,Taylor PLC,CN,Greater China,Logistics,501-2000,1083900.0,Enterprise,Active,Assigned,Stale,2023-02-23,4,3,0,Tier 1,Priority
658,"Vaughn, Davenport and Lyons",CN,Greater China,Logistics,201-500,180000.0,Mid-Market,Active,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
661,Miller-Pineda,TW,Greater China,Manufacturing,51-200,231400.0,Mid-Market,Active,Assigned,Stale,2023-01-22,2,2,1,Tier 2,Standard
663,"Orozco, Crawford and Wise",TW,Greater China,Healthcare,201-500,243100.0,Mid-Market,Active,Assigned,Stale,2024-10-18,3,2,1,Tier 2,Standard
664,Reynolds Group,TW,Greater China,Fintech,201-500,198800.0,Mid-Market,Inactive,Assigned,Stale,2024-09-28,3,2,1,Tier 2,Standard
665,Gillespie LLC,CN,Greater China,Fintech,201-500,1078100.0,Enterprise,Prospect,Assigned,Stale,2023-02-27,3,3,0,Tier 1,Priority
666,Villa-Johnson,CN,Greater China,Healthcare,201-500,81100.0,Mid-Market,Active,Assigned,Stale,2023-09-04,3,2,1,Tier 2,Standard
667,Anthony-Smith,TW,Greater China,Logistics,51-200,175300.0,Mid-Market,Active,Assigned,Stale,2024-10-03,2,2,1,Tier 2,Standard
668,"Perkins, Quinn and Romero",HK,Greater China,E-commerce,2001+,1067600.0,Enterprise,Prospect,Assigned,Stale,2024-10-03,5,3,0,Tier 1,Priority
669,"Evans, Lewis and Hill",TW,Greater China,Education,201-500,168200.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
670,Moreno-Blair,TW,Greater China,Fintech,2001+,1184100.0,Enterprise,Active,Assigned,Stale,2024-11-28,5,3,0,Tier 1,Priority
672,"Sullivan, Stephenson and Hawkins",HK,Greater China,Manufacturing,201-500,157000.0,Mid-Market,Prospect,Assigned,Stale,2024-06-19,3,2,1,Tier 2,Standard
673,Moore PLC,CN,Greater China,Healthcare,501-2000,1646400.0,Enterprise,Prospect,Assigned,Stale,2024-01-20,4,3,0,Tier 1,Priority
674,"Russell, Fischer and Shelton",HK,Greater China,Education,501-2000,1014900.0,Enterprise,Prospect,Assigned,Stale,2024-11-13,4,3,0,Tier 1,Priority
675,Mason Inc,CN,Greater China,Manufacturing,51-200,134400.0,Mid-Market,Churned,Assigned,Stale,2024-11-16,2,2,1,Tier 2,Standard
676,Watson Ltd,HK,Greater China,E-commerce,501-2000,1180900.0,Enterprise,Active,Assigned,Stale,2024-04-26,4,3,0,Tier 1,Priority
677,Wilson-Freeman,HK,Greater China,Logistics,1-50,25500.0,SMB,Inactive,Assigned,Stale,2023-07-17,1,1,2,Tier 3,Standard
678,Bailey Group,CN,Greater China,E-commerce,1-50,48600.0,SMB,Active,Assigned,Stale,2024-09-25,1,1,2,Tier 3,Standard
680,David-Chen,HK,Greater China,Fintech,501-2000,1122200.0,Enterprise,Active,Assigned,Stale,2024-04-24,4,3,0,Tier 1,Priority
682,Castillo Ltd,HK,Greater China,Media,2001+,463400.0,Enterprise,Prospect,Assigned,Stale,2022-10-25,5,3,0,Tier 1,Standard
684,Patterson-Hunter,HK,Greater China,Retail,501-2000,242200.0,Mid-Market,Prospect,Assigned,Stale,2024-09-01,4,2,1,Tier 2,Standard
687,Little-Mcdonald,CN,Greater China,Logistics,51-200,6900.0,SMB,Prospect,Assigned,Stale,2024-02-01,2,1,2,Tier 3,Standard
688,"Phillips, Hampton and Jordan",CN,Greater China,SaaS,51-200,27500.0,SMB,Churned,Assigned,Stale,2024-11-07,2,1,2,Tier 3,Standard
690,Knapp and Sons,TW,Greater China,Education,2001+,1574200.0,Enterprise,Active,Assigned,Stale,2024-01-09,5,3,0,Tier 1,Priority
691,Wright Ltd,HK,Greater China,Retail,201-500,688700.0,Enterprise,Prospect,Assigned,Stale,2024-09-17,3,3,0,Tier 1,Priority
692,Robinson-Wilkins,TW,Greater China,Professional Services,201-500,163300.0,Mid-Market,Inactive,Assigned,Stale,2024-08-27,3,2,1,Tier 2,Standard
693,"Ferrell, Scott and Lane",TW,Greater China,Media,1-50,28900.0,SMB,Prospect,Assigned,Stale,2024-11-15,1,1,2,Tier 3,Standard
694,Ramirez LLC,CN,Greater China,Logistics,2001+,1135400.0,Enterprise,Prospect,Unassigned,No Coverage,Never,5,3,0,Tier 1,Priority
695,Rosario and Sons,TW,Greater China,Retail,51-200,37400.0,SMB,Inactive,Assigned,Stale,2023-05-24,2,1,2,Tier 3,Standard
698,"Mercado, Rush and Cunningham",CN,Greater China,Retail,201-500,69800.0,Mid-Market,Prospect,Assigned,Stale,2024-03-20,3,2,1,Tier 2,Standard
700,"Mathis, Riley and Smith",TW,Greater China,Retail,51-200,228000.0,Mid-Market,Active,Assigned,Stale,2024-11-15,2,2,1,Tier 2,Standard
701,Johns-Oconnor,TW,Greater China,Manufacturing,501-2000,977900.0,Enterprise,Prospect,Unassigned,No Coverage,Never,4,3,0,Tier 1,Priority
702,Peterson-Clark,TW,Greater China,Fintech,1-50,8200.0,SMB,Churned,Assigned,Stale,2024-09-06,1,1,2,Tier 3,Standard
703,Garrett-Ramos,CN,Greater China,E-commerce,201-500,1180400.0,Enterprise,Active,Assigned,Stale,2023-09-22,3,3,0,Tier 1,Priority
705,Castillo-Estrada,TW,Greater China,Logistics,201-500,1794900.0,Enterprise,Inactive,Assigned,Stale,2024-10-23,3,3,0,Tier 1,Priority
707,Tran Inc,HK,Greater China,Retail,501-2000,176600.0,Mid-Market,Active,Assigned,Stale,2024-06-18,4,2,1,Tier 2,Standard
708,King Ltd,CN,Greater China,Education,201-500,160000.0,Mid-Market,Inactive,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
709,Miller-Mason,CN,Greater China,Manufacturing,501-2000,1970200.0,Enterprise,Churned,Unassigned,No Coverage,Never,4,3,0,Tier 1,Priority
712,Stuart-Rivera,CN,Greater China,Professional Services,51-200,227900.0,Mid-Market,Active,Assigned,Stale,2023-11-20,2,2,1,Tier 2,Standard
713,Pena-Nichols,HK,Greater China,Media,51-200,93500.0,Mid-Market,Inactive,Assigned,Stale,2024-01-22,2,2,1,Tier 2,Standard
714,Chen Inc,TW,Greater China,Professional Services,201-500,1684200.0,Enterprise,Active,Assigned,Stale,2024-05-11,3,3,0,Tier 1,Priority
715,"Myers, Lopez and Johnson",HK,Greater China,Education,51-200,7500.0,SMB,Prospect,Assigned,Stale,2024-04-08,2,1,2,Tier 3,Standard
716,Haas-Aguilar,CN,Greater China,Education,501-2000,646800.0,Enterprise,Active,Assigned,Stale,2024-02-10,4,3,0,Tier 1,Priority
718,Parker LLC,CN,Greater China,Retail,1-50,37900.0,SMB,Prospect,Assigned,Stale,2024-10-04,1,1,2,Tier 3,Standard
720,"Johnson, Graham and Mosley",TW,Greater China,E-commerce,1-50,23000.0,SMB,Prospect,Assigned,Stale,2024-07-24,1,1,2,Tier 3,Standard
721,Davis-Wagner,CN,Greater China,Retail,201-500,89600.0,Mid-Market,Prospect,Assigned,Stale,2023-10-24,3,2,1,Tier 2,Standard
722,"Shepherd, Harris and Mendoza",CN,Greater China,Fintech,1-50,17000.0,SMB,Prospect,Assigned,Stale,2022-11-20,1,1,2,Tier 3,Standard
723,Becker Inc,TW,Greater China,Manufacturing,51-200,123100.0,Mid-Market,Prospect,Assigned,Stale,2023-12-25,2,2,1,Tier 2,Standard
724,Gonzalez Ltd,CN,Greater China,SaaS,2001+,1328400.0,Enterprise,Active,Assigned,Stale,2024-10-03,5,3,0,Tier 1,Priority
725,Bennett PLC,CN,Greater China,SaaS,51-200,21800.0,SMB,Active,Assigned,Stale,2022-12-20,2,1,2,Tier 3,Standard
727,Solomon and Sons,HK,Greater China,Retail,51-200,54500.0,Mid-Market,Active,Assigned,Stale,2023-09-10,2,2,1,Tier 2,Standard
728,Navarro Inc,HK,Greater China,Education,501-2000,174600.0,Mid-Market,Prospect,Assigned,Stale,2024-11-02,4,2,1,Tier 2,Standard
730,Johnson Group,HK,Greater China,Logistics,1-50,34500.0,SMB,Active,Assigned,Stale,2024-11-12,1,1,2,Tier 3,Standard
731,"Blevins, Mendoza and Ortiz",CN,Greater China,Fintech,51-200,44000.0,SMB,Inactive,Assigned,Stale,2023-08-21,2,1,2,Tier 3,Standard
732,Griffin and Sons,HK,Greater China,Retail,51-200,169400.0,Mid-Market,Churned,Assigned,Stale,2023-07-28,2,2,1,Tier 2,Standard
733,Garrison-Duke,TW,Greater China,E-commerce,51-200,16100.0,SMB,Inactive,Assigned,Stale,2024-06-20,2,1,2,Tier 3,Standard
735,Gonzalez-Brooks,HK,Greater China,SaaS,2001+,1345100.0,Enterprise,Prospect,Assigned,Stale,2024-11-12,5,3,0,Tier 1,Priority
736,Ward-Juarez,TW,Greater China,Education,501-2000,644800.0,Enterprise,Active,Assigned,Stale,2023-06-15,4,3,0,Tier 1,Priority
737,"Newton, Perez and Wilson",TW,Greater China,E-commerce,501-2000,1321800.0,Enterprise,Active,Assigned,Stale,2022-09-26,4,3,0,Tier 1,Priority
738,Houston PLC,HK,Greater China,E-commerce,501-2000,1842000.0,Enterprise,Active,Assigned,Stale,2022-03-15,4,3,0,Tier 1,Priority
739,Morgan Ltd,TW,Greater China,Retail,501-2000,210000.0,Mid-Market,Prospect,Assigned,Stale,2024-08-16,4,2,1,Tier 2,Standard
740,"Smith, Brown and Nelson",CN,Greater China,E-commerce,201-500,231800.0,Mid-Market,Prospect,Assigned,Stale,2024-02-10,3,2,1,Tier 2,Standard
741,Conrad Ltd,HK,Greater China,E-commerce,51-200,29000.0,SMB,Prospect,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
742,Brennan Group,TW,Greater China,Manufacturing,201-500,19300.0,SMB,Active,Assigned,Stale,2024-04-16,3,1,2,Tier 3,Standard
743,Greene-Dixon,CN,Greater China,Manufacturing,201-500,436900.0,Enterprise,Prospect,Assigned,Stale,2024-03-13,3,3,1,Tier 2,Standard
744,Stewart-Kline,TW,Greater China,Media,51-200,96200.0,Mid-Market,Inactive,Assigned,Stale,2024-08-29,2,2,1,Tier 2,Standard
746,Crawford-Wagner,HK,Greater China,Manufacturing,1-50,13700.0,SMB,Active,Assigned,Stale,2024-06-17,1,1,2,Tier 3,Standard
747,Cherry-Willis,HK,Greater China,Media,1-50,35200.0,SMB,Active,Assigned,Stale,2022-11-29,1,1,2,Tier 3,Standard
748,Wood Inc,TW,Greater China,SaaS,201-500,115000.0,Mid-Market,Inactive,Assigned,Stale,2024-06-26,3,2,1,Tier 2,Standard
751,"Gonzalez, Tanner and Soto",CN,Greater China,SaaS,201-500,129100.0,Mid-Market,Prospect,Assigned,Stale,2024-06-08,3,2,1,Tier 2,Standard
752,Scott-Santana,CN,Greater China,Education,201-500,129600.0,Mid-Market,Inactive,Assigned,Stale,2024-04-23,3,2,1,Tier 2,Standard
754,Lee-Garcia,CN,Greater China,E-commerce,2001+,448100.0,Enterprise,Prospect,Assigned,Stale,2022-10-11,5,3,0,Tier 1,Standard
755,Mccarthy-Clark,HK,Greater China,Healthcare,51-200,140200.0,Mid-Market,Prospect,Assigned,Stale,2024-05-07,2,2,1,Tier 2,Standard
756,Pearson-Adkins,HK,Greater China,Fintech,51-200,19600.0,SMB,Active,Assigned,Stale,2024-10-15,2,1,2,Tier 3,Standard
757,Dominguez LLC,CN,Greater China,Retail,1-50,25200.0,SMB,Inactive,Assigned,Stale,2024-04-05,1,1,2,Tier 3,Standard
758,Patton Group,TW,Greater China,Professional Services,501-2000,912700.0,Enterprise,Churned,Assigned,Stale,2024-04-26,4,3,0,Tier 1,Priority
759,Norris-Smith,TW,Greater China,Manufacturing,201-500,533700.0,Enterprise,Active,Assigned,Stale,2022-06-20,3,3,1,Tier 2,Standard
760,Wade-Howell,HK,Greater China,Healthcare,501-2000,1931700.0,Enterprise,Prospect,Assigned,Stale,2023-11-13,4,3,0,Tier 1,Priority
762,Chambers Ltd,TW,Greater China,Fintech,501-2000,666300.0,Enterprise,Inactive,Assigned,Stale,2024-06-21,4,3,0,Tier 1,Priority
765,Schmitt-Davila,TW,Greater China,Manufacturing,51-200,234100.0,Mid-Market,Active,Assigned,Stale,2023-08-21,2,2,1,Tier 2,Standard
766,"Thompson, Martinez and Stuart",TW,Greater China,Professional Services,501-2000,1474700.0,Enterprise,Churned,Assigned,Stale,2024-08-26,4,3,0,Tier 1,Priority
767,"Melendez, Freeman and Vang",HK,Greater China,Fintech,501-2000,413000.0,Enterprise,Inactive,Assigned,Stale,2024-11-09,4,3,0,Tier 1,Standard
770,"Martin, Hull and Sherman",CN,Greater China,Professional Services,501-2000,187700.0,Mid-Market,Active,Unassigned,No Coverage,Never,4,2,1,Tier 2,Standard
771,Adams-Stokes,HK,Greater China,Media,201-500,165000.0,Mid-Market,Prospect,Assigned,Stale,2024-07-15,3,2,1,Tier 2,Standard
772,"Johnson, Cobb and Stokes",TW,Greater China,Manufacturing,2001+,1121000.0,Enterprise,Active,Unassigned,No Coverage,Never,5,3,0,Tier 1,Priority
774,Allen-Johnson,HK,Greater China,Healthcare,201-500,116800.0,Mid-Market,Active,Assigned,Stale,2024-03-25,3,2,1,Tier 2,Standard
775,Stevenson Inc,TW,Greater China,SaaS,201-500,208000.0,Mid-Market,Active,Assigned,Stale,2024-02-26,3,2,1,Tier 2,Standard
776,"Jones, Beard and Carter",CN,Greater China,E-commerce,2001+,847400.0,Enterprise,Active,Assigned,Stale,2023-03-03,5,3,0,Tier 1,Priority
777,"Walker, Hartman and Torres",CN,Greater China,E-commerce,201-500,117600.0,Mid-Market,Prospect,Assigned,Stale,2024-06-20,3,2,1,Tier 2,Standard
778,Castillo Inc,HK,Greater China,Education,201-500,25700.0,SMB,Inactive,Assigned,Stale,2024-04-05,3,1,2,Tier 3,Standard
779,"Forbes, Beck and Dunn",TW,Greater China,SaaS,51-200,28400.0,SMB,Prospect,Assigned,Stale,2023-02-20,2,1,2,Tier 3,Standard
781,Ward Inc,HK,Greater China,Professional Services,501-2000,843500.0,Enterprise,Active,Assigned,Stale,2024-09-09,4,3,0,Tier 1,Priority
782,"Neal, Fuentes and Stevens",HK,Greater China,SaaS,51-200,10300.0,SMB,Prospect,Assigned,Stale,2023-08-19,2,1,2,Tier 3,Standard
783,Clark-Warner,HK,Greater China,Healthcare,51-200,149400.0,Mid-Market,Churned,Assigned,Stale,2023-02-08,2,2,1,Tier 2,Standard
784,"Fritz, Burke and Moore",TW,Greater China,Media,201-500,72400.0,Mid-Market,Churned,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
785,"Hall, Lopez and Wyatt",TW,Greater China,Retail,51-200,26700.0,SMB,Churned,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
786,Hensley-Potter,HK,Greater China,E-commerce,2001+,500800.0,Enterprise,Churned,Assigned,Stale,2023-02-11,5,3,0,Tier 1,Standard
787,Brennan and Sons,CN,Greater China,SaaS,2001+,1053900.0,Enterprise,Active,Assigned,Stale,2023-10-11,5,3,0,Tier 1,Priority
788,Hudson-Davis,TW,Greater China,Manufacturing,501-2000,1775800.0,Enterprise,Active,Assigned,Stale,2022-05-23,4,3,0,Tier 1,Priority
789,Cross-Bryant,CN,Greater China,Manufacturing,501-2000,112400.0,Mid-Market,Active,Assigned,Stale,2024-07-14,4,2,1,Tier 2,Standard
791,"Gross, Hill and Larsen",TW,Greater China,Manufacturing,201-500,70500.0,Mid-Market,Active,Assigned,Stale,2022-11-12,3,2,1,Tier 2,Standard
792,Reed PLC,TW,Greater China,E-commerce,51-200,8200.0,SMB,Inactive,Assigned,Stale,2024-08-01,2,1,2,Tier 3,Standard
794,Ball LLC,TW,Greater China,Manufacturing,501-2000,168600.0,Mid-Market,Prospect,Assigned,Stale,2023-08-24,4,2,1,Tier 2,Standard
795,"Andrews, Mitchell and Walters",HK,Greater China,Media,501-2000,1497600.0,Enterprise,Churned,Assigned,Stale,2024-04-15,4,3,0,Tier 1,Priority
